Date,Activity,SubActivity,Department,CostCentre,State,UOM,Source,Identifier,Quantity,Description
1/7/2027,Combustion,Diesel,Mining,Rehandling,QLD,kL,Budget,Budget|Diesel|Rehandling,456.1690605,Diesel - Stationary
1/7/2027,Combustion,Diesel,Processing,,QLD,kL,Budget,Budget|Diesel|nan,50.61846,Diesel - Stationary
1/7/2027,Combustion,LPG,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|LPG|Projects and Work Orders,0.61902,LPG - Cylinders
1/7/2027,Combustion,LPG,Processing,Gold Room,QLD,kL,Budget,Budget|LPG|Gold Room,97.51194,LPG - Bulk liquid
1/7/2027,Combustion,Lubricants,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|Lubricants|Projects and Work Orders,77.60556,Engine oil
1/7/2027,Electricity,Grid Power,Commercial & Administration,Brisbane Office,QLD,kWh,Budget,Budget|Grid Power|Brisbane Office,1584.0,Grid electricity
1/7/2027,Electricity,Grid Power,Commercial & Administration,Crushing - Fixed,QLD,kWh,Budget,Budget|Grid Power|Crushing - Fixed,216212.41,Grid electricity
1/7/2027,Electricity,Grid Power,Commercial & Administration,Management Services,QLD,kWh,Budget,Budget|Grid Power|Management Services,1127.67,Grid electricity
1/7/2027,Electricity,Grid Power,Commercial & Administration,Milling,QLD,kWh,Budget,Budget|Grid Power|Milling,24248172.66,Grid electricity
1/7/2027,Electricity,Grid Power,Commercial & Administration,Nolans South Crusher,QLD,kWh,Budget,Budget|Grid Power|Nolans South Crusher,452829.44,Grid electricity
1/7/2027,Electricity,Grid Power,Commercial & Administration,Residential,QLD,kWh,Budget,Budget|Grid Power|Residential,103281.06,Grid electricity
1/7/2027,Electricity,Grid Power,Commercial & Administration,Suhrs Creek Rd,QLD,kWh,Budget,Budget|Grid Power|Suhrs Creek Rd,73111.44,Grid electricity
1/7/2027,Electricity,Grid Power,Commercial & Administration,Tailings Disposal,QLD,kWh,Budget,Budget|Grid Power|Tailings Disposal,180934.83,Grid electricity
1/7/2027,Milling,Ore Milled,Processing,,QLD,t,Budget,Budget|Ore Milled|nan,608744.0,Ore Milled
1/7/2027,Mining,Ore ROM,Mining,ROM,QLD,t,Budget,Budget|Ore ROM|ROM,1208333.33,BRW Non-Beneficiated Ore - HG
1/7/2027,Reagent,Cyanide,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Cyanide|Leach & Adsorption,1413.592,Cyanide
1/7/2027,Reagent,Lime,Mining Open Pit,Projects and Work Orders,QLD,t,Budget,Budget|Lime|Projects and Work Orders,0.0493,Lime
1/7/2027,Reagent,Lime,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Lime|Leach & Adsorption,2526.509,Lime
1/7/2027,Reagent,Soda Ash,Mining,Projects and Work Orders,QLD,kg,Budget,Budget|Soda Ash|Projects and Work Orders,64.84,Soda ash
1/7/2027,Revenue,Gold Recovered,Processing,,QLD,oz,Budget,Budget|Gold Recovered|nan,16015.0,Gold Recovered
1/7/2027,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,14825.0,Gold Sold
1/7/2027,Wear Item,Grinding Media,Processing,Milling,QLD,t,Budget,Budget|Grinding Media|Milling,1047.3022,Grinding Media
1/7/2027,Wear Item,Tyres,Maintenance,Hauling,QLD,Each,Budget,Budget|Tyres|Hauling,1.6441,Tyres
1/7/2027,Wear Item,Tyres,Maintenance,Mobile Equipment,QLD,Each,Budget,Budget|Tyres|Mobile Equipment,2.0552,Tyres
1/7/2027,Wear Item,Tyres,Mining Open Pit,Projects and Work Orders,QLD,Each,Budget,Budget|Tyres|Projects and Work Orders,29.0462,Tyres
1/7/2028,Blasting,Explosives,Mining Open Pit,Blasting,QLD,t,Budget,Budget|Explosives|Blasting,1114607.738,Explosives
1/7/2028,Combustion,Acetylene,Mining,Projects and Work Orders,QLD,m3,Budget,Budget|Acetylene|Projects and Work Orders,122.80488,Acetylene gas
1/7/2028,Combustion,Diesel,Mining,Blasting,QLD,kL,Budget,Budget|Diesel|Blasting,11.99743297,Diesel - Stationary
1/7/2028,Combustion,Diesel,Mining,Crushing - Fixed,QLD,kL,Budget,Budget|Diesel|Crushing - Fixed,13.62904414,Diesel - Stationary
1/7/2028,Combustion,Diesel,Mining,Drilling - Production,QLD,kL,Budget,Budget|Diesel|Drilling - Production,178.9000595,Diesel - Stationary
1/7/2028,Combustion,Diesel,Mining,Exploration and Development,QLD,kL,Budget,Budget|Diesel|Exploration and Development,6.131023372,Diesel - Stationary
1/7/2028,Combustion,Diesel,Mining,Geotechnical,QLD,kL,Budget,Budget|Diesel|Geotechnical,2.412352475,Diesel - Stationary
1/7/2028,Combustion,Diesel,Mining,Grade Control,QLD,kL,Budget,Budget|Diesel|Grade Control,74.91158551,Diesel - Stationary
1/7/2028,Combustion,Diesel,Mining,Hauling,QLD,kL,Budget,Budget|Diesel|Hauling,1763.032961,Diesel - Stationary
1/7/2028,Combustion,Diesel,Mining,Light Vehicles,QLD,kL,Budget,Budget|Diesel|Light Vehicles,14.4247702,Diesel - Stationary
1/7/2028,Combustion,Diesel,Mining,Loading,QLD,kL,Budget,Budget|Diesel|Loading,559.890927,Diesel - Stationary
1/7/2028,Combustion,Diesel,Mining,Management Services,QLD,kL,Budget,Budget|Diesel|Management Services,3.143460434,Diesel - Stationary
1/7/2028,Combustion,Diesel,Mining,Mobile Equipment,QLD,kL,Budget,Budget|Diesel|Mobile Equipment,252.9753628,Diesel - Stationary
1/7/2028,Combustion,Diesel,Mining,Nolans South Crusher,QLD,kL,Budget,Budget|Diesel|Nolans South Crusher,33.06895586,Diesel - Stationary
1/7/2028,Combustion,Diesel,Mining,Operations Administration,QLD,kL,Budget,Budget|Diesel|Operations Administration,0.192745996,Diesel - Stationary
1/7/2028,Combustion,Diesel,Mining,Rehandling,QLD,kL,Budget,Budget|Diesel|Rehandling,600.8794759,Diesel - Stationary
1/7/2028,Combustion,Diesel,Processing,,QLD,kL,Budget,Budget|Diesel|nan,50.61846,Diesel - Stationary
1/7/2028,Combustion,LPG,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|LPG|Projects and Work Orders,0.8145,LPG - Cylinders
1/7/2028,Combustion,LPG,Processing,Gold Room,QLD,kL,Budget,Budget|LPG|Gold Room,97.51194,LPG - Bulk liquid
1/7/2028,Combustion,Lubricants,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|Lubricants|Projects and Work Orders,102.21432,Engine oil
1/7/2028,Electricity,Grid Power,Commercial & Administration,Brisbane Office,QLD,kWh,Budget,Budget|Grid Power|Brisbane Office,1584.0,Grid electricity
1/7/2028,Electricity,Grid Power,Commercial & Administration,Crushing - Fixed,QLD,kWh,Budget,Budget|Grid Power|Crushing - Fixed,216212.41,Grid electricity
1/7/2028,Electricity,Grid Power,Commercial & Administration,Management Services,QLD,kWh,Budget,Budget|Grid Power|Management Services,1127.67,Grid electricity
1/7/2028,Electricity,Grid Power,Commercial & Administration,Milling,QLD,kWh,Budget,Budget|Grid Power|Milling,24248172.66,Grid electricity
1/7/2028,Electricity,Grid Power,Commercial & Administration,Nolans South Crusher,QLD,kWh,Budget,Budget|Grid Power|Nolans South Crusher,452829.44,Grid electricity
1/7/2028,Electricity,Grid Power,Commercial & Administration,Residential,QLD,kWh,Budget,Budget|Grid Power|Residential,103281.06,Grid electricity
1/7/2028,Electricity,Grid Power,Commercial & Administration,Suhrs Creek Rd,QLD,kWh,Budget,Budget|Grid Power|Suhrs Creek Rd,73111.44,Grid electricity
1/7/2028,Electricity,Grid Power,Commercial & Administration,Tailings Disposal,QLD,kWh,Budget,Budget|Grid Power|Tailings Disposal,180934.83,Grid electricity
1/7/2028,Milling,Ore Milled,Processing,,QLD,t,Budget,Budget|Ore Milled|nan,608744.0,Ore Milled
1/7/2028,Mining,Ore ROM,Mining,ROM,QLD,t,Budget,Budget|Ore ROM|ROM,1591666.67,BRW Non-Beneficiated Ore - HG
1/7/2028,Reagent,Cyanide,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Cyanide|Leach & Adsorption,1862.0419,Cyanide
1/7/2028,Reagent,Lime,Mining Open Pit,Projects and Work Orders,QLD,t,Budget,Budget|Lime|Projects and Work Orders,0.065,Lime
1/7/2028,Reagent,Lime,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Lime|Leach & Adsorption,3328.0222,Lime
1/7/2028,Reagent,Soda Ash,Mining,Projects and Work Orders,QLD,kg,Budget,Budget|Soda Ash|Projects and Work Orders,85.41,Soda ash
1/7/2028,Revenue,Gold Recovered,Processing,,QLD,oz,Budget,Budget|Gold Recovered|nan,16015.0,Gold Recovered
1/7/2028,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,14825.0,Gold Sold
1/7/2028,Wear Item,Grinding Media,Processing,Milling,QLD,t,Budget,Budget|Grinding Media|Milling,1379.5498,Grinding Media
1/7/2028,Wear Item,Tyres,Maintenance,Hauling,QLD,Each,Budget,Budget|Tyres|Hauling,2.1657,Tyres
1/7/2028,Wear Item,Tyres,Maintenance,Mobile Equipment,QLD,Each,Budget,Budget|Tyres|Mobile Equipment,2.7071,Tyres
1/7/2028,Wear Item,Tyres,Mining Open Pit,Projects and Work Orders,QLD,Each,Budget,Budget|Tyres|Projects and Work Orders,38.2608,Tyres
1/7/2029,Blasting,Explosives,Mining Open Pit,Blasting,QLD,t,Budget,Budget|Explosives|Blasting,1161292.8741,Explosives
1/7/2029,Combustion,Acetylene,Mining,Projects and Work Orders,QLD,m3,Budget,Budget|Acetylene|Projects and Work Orders,127.95252,Acetylene gas
1/7/2029,Combustion,Diesel,Mining,Blasting,QLD,kL,Budget,Budget|Diesel|Blasting,12.50124273,Diesel - Stationary
1/7/2029,Combustion,Diesel,Mining,Crushing - Fixed,QLD,kL,Budget,Budget|Diesel|Crushing - Fixed,13.63102381,Diesel - Stationary
1/7/2029,Combustion,Diesel,Mining,Drilling - Production,QLD,kL,Budget,Budget|Diesel|Drilling - Production,186.3928859,Diesel - Stationary
1/7/2029,Combustion,Diesel,Mining,Exploration and Development,QLD,kL,Budget,Budget|Diesel|Exploration and Development,6.130130509,Diesel - Stationary
1/7/2029,Combustion,Diesel,Mining,Geotechnical,QLD,kL,Budget,Budget|Diesel|Geotechnical,2.519547206,Diesel - Stationary
1/7/2029,Combustion,Diesel,Mining,Grade Control,QLD,kL,Budget,Budget|Diesel|Grade Control,78.04163453,Diesel - Stationary
1/7/2029,Combustion,Diesel,Mining,Hauling,QLD,kL,Budget,Budget|Diesel|Hauling,1836.86785,Diesel - Stationary
1/7/2029,Combustion,Diesel,Mining,Light Vehicles,QLD,kL,Budget,Budget|Diesel|Light Vehicles,14.42607721,Diesel - Stationary
1/7/2029,Combustion,Diesel,Mining,Loading,QLD,kL,Budget,Budget|Diesel|Loading,583.3448679,Diesel - Stationary
1/7/2029,Combustion,Diesel,Mining,Management Services,QLD,kL,Budget,Budget|Diesel|Management Services,3.142610181,Diesel - Stationary
1/7/2029,Combustion,Diesel,Mining,Mobile Equipment,QLD,kL,Budget,Budget|Diesel|Mobile Equipment,263.5768022,Diesel - Stationary
1/7/2029,Combustion,Diesel,Mining,Nolans South Crusher,QLD,kL,Budget,Budget|Diesel|Nolans South Crusher,33.06697619,Diesel - Stationary
1/7/2029,Combustion,Diesel,Mining,Operations Administration,QLD,kL,Budget,Budget|Diesel|Operations Administration,0.193182098,Diesel - Stationary
1/7/2029,Combustion,Diesel,Mining,Rehandling,QLD,kL,Budget,Budget|Diesel|Rehandling,626.0485127,Diesel - Stationary
1/7/2029,Combustion,Diesel,Processing,,QLD,kL,Budget,Budget|Diesel|nan,50.61846,Diesel - Stationary
1/7/2029,Combustion,LPG,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|LPG|Projects and Work Orders,0.84708,LPG - Cylinders
1/7/2029,Combustion,LPG,Processing,Gold Room,QLD,kL,Budget,Budget|LPG|Gold Room,97.51194,LPG - Bulk liquid
1/7/2029,Combustion,Lubricants,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|Lubricants|Projects and Work Orders,106.51488,Engine oil
1/7/2029,Electricity,Grid Power,Commercial & Administration,Brisbane Office,QLD,kWh,Budget,Budget|Grid Power|Brisbane Office,1584.0,Grid electricity
1/7/2029,Electricity,Grid Power,Commercial & Administration,Crushing - Fixed,QLD,kWh,Budget,Budget|Grid Power|Crushing - Fixed,216212.41,Grid electricity
1/7/2029,Electricity,Grid Power,Commercial & Administration,Management Services,QLD,kWh,Budget,Budget|Grid Power|Management Services,1127.67,Grid electricity
1/7/2029,Electricity,Grid Power,Commercial & Administration,Milling,QLD,kWh,Budget,Budget|Grid Power|Milling,24248172.66,Grid electricity
1/7/2029,Electricity,Grid Power,Commercial & Administration,Nolans South Crusher,QLD,kWh,Budget,Budget|Grid Power|Nolans South Crusher,452829.44,Grid electricity
1/7/2029,Electricity,Grid Power,Commercial & Administration,Residential,QLD,kWh,Budget,Budget|Grid Power|Residential,103281.06,Grid electricity
1/7/2029,Electricity,Grid Power,Commercial & Administration,Suhrs Creek Rd,QLD,kWh,Budget,Budget|Grid Power|Suhrs Creek Rd,73111.44,Grid electricity
1/7/2029,Electricity,Grid Power,Commercial & Administration,Tailings Disposal,QLD,kWh,Budget,Budget|Grid Power|Tailings Disposal,180934.83,Grid electricity
1/7/2029,Milling,Ore Milled,Processing,,QLD,t,Budget,Budget|Ore Milled|nan,608744.0,Ore Milled
1/7/2029,Mining,Ore ROM,Mining,ROM,QLD,t,Budget,Budget|Ore ROM|ROM,1658333.33,BRW Non-Beneficiated Ore - HG
1/7/2029,Reagent,Cyanide,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Cyanide|Leach & Adsorption,1940.0331,Cyanide
1/7/2029,Reagent,Lime,Mining Open Pit,Projects and Work Orders,QLD,t,Budget,Budget|Lime|Projects and Work Orders,0.0677,Lime
1/7/2029,Reagent,Lime,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Lime|Leach & Adsorption,3467.4158,Lime
1/7/2029,Reagent,Soda Ash,Mining,Projects and Work Orders,QLD,kg,Budget,Budget|Soda Ash|Projects and Work Orders,88.99,Soda ash
1/7/2029,Revenue,Gold Recovered,Processing,,QLD,oz,Budget,Budget|Gold Recovered|nan,16015.0,Gold Recovered
1/7/2029,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,14825.0,Gold Sold
1/7/2029,Wear Item,Grinding Media,Processing,Milling,QLD,t,Budget,Budget|Grinding Media|Milling,1437.332,Grinding Media
1/7/2029,Wear Item,Tyres,Maintenance,Hauling,QLD,Each,Budget,Budget|Tyres|Hauling,2.2564,Tyres
1/7/2029,Wear Item,Tyres,Maintenance,Mobile Equipment,QLD,Each,Budget,Budget|Tyres|Mobile Equipment,2.8205,Tyres
1/7/2029,Wear Item,Tyres,Mining Open Pit,Projects and Work Orders,QLD,Each,Budget,Budget|Tyres|Projects and Work Orders,39.8634,Tyres
1/7/2030,Blasting,Explosives,Mining Open Pit,Blasting,QLD,t,Budget,Budget|Explosives|Blasting,682770.1836,Explosives
1/7/2030,Combustion,Acetylene,Mining,Projects and Work Orders,QLD,m3,Budget,Budget|Acetylene|Projects and Work Orders,75.22722,Acetylene gas
1/7/2030,Combustion,Diesel,Mining,Blasting,QLD,kL,Budget,Budget|Diesel|Blasting,7.344253147,Diesel - Stationary
1/7/2030,Combustion,Diesel,Mining,Crushing - Fixed,QLD,kL,Budget,Budget|Diesel|Crushing - Fixed,13.62819184,Diesel - Stationary
1/7/2030,Combustion,Diesel,Mining,Drilling - Production,QLD,kL,Budget,Budget|Diesel|Drilling - Production,109.5848342,Diesel - Stationary
1/7/2030,Combustion,Diesel,Mining,Exploration and Development,QLD,kL,Budget,Budget|Diesel|Exploration and Development,6.131493318,Diesel - Stationary
1/7/2030,Combustion,Diesel,Mining,Geotechnical,QLD,kL,Budget,Budget|Diesel|Geotechnical,1.479572167,Diesel - Stationary
1/7/2030,Combustion,Diesel,Mining,Grade Control,QLD,kL,Budget,Budget|Diesel|Grade Control,45.88818025,Diesel - Stationary
1/7/2030,Combustion,Diesel,Mining,Hauling,QLD,kL,Budget,Budget|Diesel|Hauling,1079.969745,Diesel - Stationary
1/7/2030,Combustion,Diesel,Mining,Light Vehicles,QLD,kL,Budget,Budget|Diesel|Light Vehicles,14.42404881,Diesel - Stationary
1/7/2030,Combustion,Diesel,Mining,Loading,QLD,kL,Budget,Budget|Diesel|Loading,342.9712612,Diesel - Stationary
1/7/2030,Combustion,Diesel,Mining,Management Services,QLD,kL,Budget,Budget|Diesel|Management Services,3.142101104,Diesel - Stationary
1/7/2030,Combustion,Diesel,Mining,Mobile Equipment,QLD,kL,Budget,Budget|Diesel|Mobile Equipment,154.9691022,Diesel - Stationary
1/7/2030,Combustion,Diesel,Mining,Nolans South Crusher,QLD,kL,Budget,Budget|Diesel|Nolans South Crusher,33.06980816,Diesel - Stationary
1/7/2030,Combustion,Diesel,Mining,Operations Administration,QLD,kL,Budget,Budget|Diesel|Operations Administration,0.194356769,Diesel - Stationary
1/7/2030,Combustion,Diesel,Mining,Rehandling,QLD,kL,Budget,Budget|Diesel|Rehandling,368.0811019,Diesel - Stationary
1/7/2030,Combustion,Diesel,Processing,,QLD,kL,Budget,Budget|Diesel|nan,50.61846,Diesel - Stationary
1/7/2030,Combustion,LPG,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|LPG|Projects and Work Orders,0.49956,LPG - Cylinders
1/7/2030,Combustion,LPG,Processing,Gold Room,QLD,kL,Budget,Budget|LPG|Gold Room,97.51194,LPG - Bulk liquid
1/7/2030,Combustion,Lubricants,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|Lubricants|Projects and Work Orders,62.62962,Engine oil
1/7/2030,Electricity,Grid Power,Commercial & Administration,Brisbane Office,QLD,kWh,Budget,Budget|Grid Power|Brisbane Office,1584.0,Grid electricity
1/7/2030,Electricity,Grid Power,Commercial & Administration,Crushing - Fixed,QLD,kWh,Budget,Budget|Grid Power|Crushing - Fixed,216212.41,Grid electricity
1/7/2030,Electricity,Grid Power,Commercial & Administration,Management Services,QLD,kWh,Budget,Budget|Grid Power|Management Services,1127.67,Grid electricity
1/7/2030,Electricity,Grid Power,Commercial & Administration,Milling,QLD,kWh,Budget,Budget|Grid Power|Milling,24248172.66,Grid electricity
1/7/2030,Electricity,Grid Power,Commercial & Administration,Nolans South Crusher,QLD,kWh,Budget,Budget|Grid Power|Nolans South Crusher,452829.44,Grid electricity
1/7/2030,Electricity,Grid Power,Commercial & Administration,Residential,QLD,kWh,Budget,Budget|Grid Power|Residential,103281.06,Grid electricity
1/7/2030,Electricity,Grid Power,Commercial & Administration,Suhrs Creek Rd,QLD,kWh,Budget,Budget|Grid Power|Suhrs Creek Rd,73111.44,Grid electricity
1/7/2030,Electricity,Grid Power,Commercial & Administration,Tailings Disposal,QLD,kWh,Budget,Budget|Grid Power|Tailings Disposal,180934.83,Grid electricity
1/7/2030,Milling,Ore Milled,Processing,,QLD,t,Budget,Budget|Ore Milled|nan,608744.0,Ore Milled
1/7/2030,Mining,Ore ROM,Mining,ROM,QLD,t,Budget,Budget|Ore ROM|ROM,975000.0,BRW Non-Beneficiated Ore - HG
1/7/2030,Reagent,Cyanide,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Cyanide|Leach & Adsorption,1140.6225,Cyanide
1/7/2030,Reagent,Lime,Mining Open Pit,Projects and Work Orders,QLD,t,Budget,Budget|Lime|Projects and Work Orders,0.0398,Lime
1/7/2030,Reagent,Lime,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Lime|Leach & Adsorption,2038.6314,Lime
1/7/2030,Reagent,Soda Ash,Mining,Projects and Work Orders,QLD,kg,Budget,Budget|Soda Ash|Projects and Work Orders,52.32,Soda ash
1/7/2030,Revenue,Gold Recovered,Processing,,QLD,oz,Budget,Budget|Gold Recovered|nan,16015.0,Gold Recovered
1/7/2030,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,14825.0,Gold Sold
1/7/2030,Wear Item,Grinding Media,Processing,Milling,QLD,t,Budget,Budget|Grinding Media|Milling,845.0646,Grinding Media
1/7/2030,Wear Item,Tyres,Maintenance,Hauling,QLD,Each,Budget,Budget|Tyres|Hauling,1.3266,Tyres
1/7/2030,Wear Item,Tyres,Maintenance,Mobile Equipment,QLD,Each,Budget,Budget|Tyres|Mobile Equipment,1.6583,Tyres
1/7/2030,Wear Item,Tyres,Mining Open Pit,Projects and Work Orders,QLD,Each,Budget,Budget|Tyres|Projects and Work Orders,23.4373,Tyres
1/7/2031,Blasting,Explosives,Mining Open Pit,Blasting,QLD,t,Budget,Budget|Explosives|Blasting,694441.4712,Explosives
1/7/2031,Combustion,Acetylene,Mining,Projects and Work Orders,QLD,m3,Budget,Budget|Acetylene|Projects and Work Orders,76.5087,Acetylene gas
1/7/2031,Combustion,Diesel,Mining,Blasting,QLD,kL,Budget,Budget|Diesel|Blasting,7.47289535,Diesel - Stationary
1/7/2031,Combustion,Diesel,Mining,Crushing - Fixed,QLD,kL,Budget,Budget|Diesel|Crushing - Fixed,13.62955981,Diesel - Stationary
1/7/2031,Combustion,Diesel,Mining,Drilling - Production,QLD,kL,Budget,Budget|Diesel|Drilling - Production,111.4608609,Diesel - Stationary
1/7/2031,Combustion,Diesel,Mining,Exploration and Development,QLD,kL,Budget,Budget|Diesel|Exploration and Development,6.128837174,Diesel - Stationary
1/7/2031,Combustion,Diesel,Mining,Geotechnical,QLD,kL,Budget,Budget|Diesel|Geotechnical,1.501011979,Diesel - Stationary
1/7/2031,Combustion,Diesel,Mining,Grade Control,QLD,kL,Budget,Budget|Diesel|Grade Control,46.67075102,Diesel - Stationary
1/7/2031,Combustion,Diesel,Mining,Hauling,QLD,kL,Budget,Budget|Diesel|Hauling,1098.429844,Diesel - Stationary
1/7/2031,Combustion,Diesel,Mining,Light Vehicles,QLD,kL,Budget,Budget|Diesel|Light Vehicles,14.42346982,Diesel - Stationary
1/7/2031,Combustion,Diesel,Mining,Loading,QLD,kL,Budget,Budget|Diesel|Loading,348.8351838,Diesel - Stationary
1/7/2031,Combustion,Diesel,Mining,Management Services,QLD,kL,Budget,Budget|Diesel|Management Services,3.14404342,Diesel - Stationary
1/7/2031,Combustion,Diesel,Mining,Mobile Equipment,QLD,kL,Budget,Budget|Diesel|Mobile Equipment,157.6169793,Diesel - Stationary
1/7/2031,Combustion,Diesel,Mining,Nolans South Crusher,QLD,kL,Budget,Budget|Diesel|Nolans South Crusher,33.06844019,Diesel - Stationary
1/7/2031,Combustion,Diesel,Mining,Operations Administration,QLD,kL,Budget,Budget|Diesel|Operations Administration,0.195649591,Diesel - Stationary
1/7/2031,Combustion,Diesel,Mining,Rehandling,QLD,kL,Budget,Budget|Diesel|Rehandling,374.3738305,Diesel - Stationary
1/7/2031,Combustion,Diesel,Processing,,QLD,kL,Budget,Budget|Diesel|nan,50.61846,Diesel - Stationary
1/7/2031,Combustion,LPG,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|LPG|Projects and Work Orders,0.51042,LPG - Cylinders
1/7/2031,Combustion,LPG,Processing,Gold Room,QLD,kL,Budget,Budget|LPG|Gold Room,97.51194,LPG - Bulk liquid
